名前,個人URL,ORCID,所属、役職,所属、役職URL,住所,アクセス方法,研究キーワード
"石川 信博 (ISHIKAWA, Nobuhiro) ",https://samurai.nims.go.jp//profiles/ishikawa_nobuhiro,https://orcid.org/0000-0003-3596-8372,"先端材料解析研究拠点,原子構造物性分野,実働環境計測技術開発グループ,主任研究員,技術開発・共用部門,微細構造解析プラットフォーム,主任研究員,技術開発・共用部門,電子顕微鏡解析ステーション,ナノ構造解析グループ,主任研究員,技術開発・共用部門,電子顕微鏡解析ステーション,主任研究員,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf300,https://samurai.nims.go.jp//profiles?unit=kf320,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh220,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh3c0,https://samurai.nims.go.jp//profiles?unit=kh3c3,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3c0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"高炉,還元,鉱石"
"石田 章 (ISHIDA, Akira) ",https://samurai.nims.go.jp//profiles/ishida_akira,https://orcid.org/0000-0002-5188-1093,"構造材料研究拠点,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"形状記憶合金,アクチュエータ,ＭＥＭＳ"
"石田 暢之 (ISHIDA, Nobuyuki) ",https://samurai.nims.go.jp//profiles/ishida_nobuyuki,https://orcid.org/0000-0003-0161-0583,"先端材料解析研究拠点,極限計測分野,ナノプローブグループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf200,https://samurai.nims.go.jp//profiles?unit=kf250,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"石原 伸輔 (ISHIHARA, Shinsuke) ",https://samurai.nims.go.jp//profiles/ishihara_shinsuke,https://orcid.org/0000-0001-6854-6032,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,フロンティア分子グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2l0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"イスラム アシュラフル (ISLAM, Ashraful) ",https://samurai.nims.go.jp//profiles/islam_ashraful,https://orcid.org/0000-0002-1633-1432,"エネルギー・環境材料研究拠点,太陽光発電材料グループ　,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq3a0,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"Organic/inorganic interface, Photochemistry and Photovoltaics"
"磯上 慎二 (ISOGAMI, Shinji) ",https://samurai.nims.go.jp//profiles/isogami_shinji,https://orcid.org/0000-0001-7230-6090,"磁性・スピントロニクス材料研究拠点,磁気記録材料グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs220,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"磯田 幸宏 (ISODA, Yukihiro) ",https://samurai.nims.go.jp//profiles/isoda_yukihiro,https://orcid.org/0000-0003-4043-3575,"エネルギー・環境材料研究拠点,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"熱電変換,環境半導体,物性計測"
"磯部 雅朗 (ISOBE, Masaaki) ",https://samurai.nims.go.jp//profiles/isobe_masaaki,https://orcid.org/0000-0002-3201-8489,"機能性材料研究拠点,上席研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=G4450","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超伝導,強相関電子系,高圧合成"
"板倉 明子 (ITAKURA, Akiko) ",https://samurai.nims.go.jp//profiles/itakura_akiko,https://orcid.org/0000-0001-5783-141X,"先端材料解析研究拠点,原子構造物性分野,表界面物理計測グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf300,https://samurai.nims.go.jp//profiles?unit=kf330,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"Hydrogen permeation, Surface stress, Thin film, Sensing,"
"市川 公善 (ICHIKAWA, Kimiyoshi) ",https://samurai.nims.go.jp//profiles/ichikawa_kimiyoshi,https://orcid.org/0000-0002-8655-3516,"機能性材料研究拠点,電気・電子機能分野,ワイドギャップ半導体グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb50,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"一ノ瀬 泉 (ICHINOSE, Izumi) ",https://samurai.nims.go.jp//profiles/ichinose_izumi,https://orcid.org/0000-0002-2236-0942,"機能性材料研究拠点,副拠点長,機能性材料研究拠点,上席研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=G0200,https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=G4450","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"高分子ナノ薄膜,カーボン膜,ナノファイバー,多孔性材料"
"市原 文彦 (ICHIHARA, Fumihiko) ",https://samurai.nims.go.jp//profiles/ichihara_fumihiko,https://orcid.org/0000-0002-0274-1342,"エネルギー・環境材料研究拠点,電池材料解析グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq3c0,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"伊津野 仁史 (IZUNO, Hitoshi) ",https://samurai.nims.go.jp//profiles/izuno_hitoshi,https://orcid.org/0000-0003-0503-3621,"統合型材料開発・情報基盤部門,SIP-MIラボ,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj200,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"井出 裕介 (IDE, Yusuke) ",https://samurai.nims.go.jp//profiles/ide_yusuke,https://orcid.org/0000-0002-6901-6954,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,メソスケール物質化学グループ,主幹研究員,国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,メソスケール物質化学グループ,グループリーダー代行,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2f0,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2f0,https://samurai.nims.go.jp//profiles?employee_position=G2080","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"伊藤 海太 (ITO, Kaita) ",https://samurai.nims.go.jp//profiles/ito_kaita,https://orcid.org/0000-0002-1438-6982,"統合型材料開発・情報基盤部門,データ駆動構造材料グループ,主任研究員,統合型材料開発・情報基盤部門,材料データプラットフォームセンター,データシステムグループ,主任研究員,統合型材料開発・情報基盤部門,SIP-MIラボ,ＭＩ統合システムチーム,主任研究員,統合型材料開発・情報基盤部門,マテリアルズインテグレーションコンソーシアム,システム運用・管理チーム,主任研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj910,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj580,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj200,https://samurai.nims.go.jp//profiles?unit=kj2b0,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kja00,https://samurai.nims.go.jp//profiles?unit=kja10,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"非破壊評価, Acoustic Emission 法"
"伊藤 仁彦 (ITO, Kimihiko) ",https://samurai.nims.go.jp//profiles/ito_kimihiko,https://orcid.org/0000-0003-0611-9590,"エネルギー・環境材料研究拠点,電池材料解析グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq3c0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"伊藤 聡 (ITOH, Satoshi) ",https://samurai.nims.go.jp//profiles/itoh_satoshi,https://orcid.org/0000-0002-8139-582X,"統合型材料開発・情報基盤部門,NIMS招聘研究員,統合型材料開発・情報基盤部門,アドバイザー,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?employee_position=P7300,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?employee_position=P8340","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"伊藤 椎真 (ITO, Shima) ",https://samurai.nims.go.jp//profiles/ito_shima,https://orcid.org/0000-0002-3233-617X,"機能性材料研究拠点,ポリマー・バイオ分野,バイオポリマーグループ,NIMSジュニア研究員,機能性材料研究拠点,ポリマー・バイオ分野,バイオポリマーグループ,研修生,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa60,https://samurai.nims.go.jp//profiles?employee_position=P8000,https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa60,https://samurai.nims.go.jp//profiles?employee_position=P9300","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"井上 純一 (INOUE, Junichi) ",https://samurai.nims.go.jp//profiles/inoue_junichi,https://orcid.org/0000-0001-6743-4258,"国際ナノアーキテクトニクス研究拠点(MANA),ナノセオリー分野,ナノ計算材料科学グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp600,https://samurai.nims.go.jp//profiles?unit=mp630,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,物性理論，量子光学
"井上 忠信 (INOUE, Tadanobu) ",https://samurai.nims.go.jp//profiles/inoue_tadanobu,https://orcid.org/0000-0002-7366-7688,"構造材料研究拠点,設計・創造分野,分野長,構造材料研究拠点,設計・創造分野,塑性加工プロセスグループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rta00,https://samurai.nims.go.jp//profiles?employee_position=G0360,https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rta00,https://samurai.nims.go.jp//profiles?unit=rta50,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,塑性加工，材料力学，形質制御，構造・機能材料
"今井 基晴 (IMAI, Motoharu) ",https://samurai.nims.go.jp//profiles/imai_motoharu,https://orcid.org/0000-0002-5848-113X,"機能性材料研究拠点,上席研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=G4450","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"半導体,超伝導,シリサイド"
"今中 康貴 (IMANAKA, Yasutaka) ",https://samurai.nims.go.jp//profiles/imanaka_yasutaka,https://orcid.org/0000-0003-2804-4438,"技術開発・共用部門,副部門長,技術開発・共用部門,低温応用ステーション,ステーション長,エネルギー・環境材料研究拠点,液体水素材料研究センター,強磁場計測グループ,グループリーダー,技術開発・共用部門,事務統括室,室長,","https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?employee_position=G0120,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3a0,https://samurai.nims.go.jp//profiles?employee_position=G0850,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq500,https://samurai.nims.go.jp//profiles?unit=rq520,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh100,https://samurai.nims.go.jp//profiles?employee_position=G2200","305-0003 茨城県つくば市桜3-13 ",https://www.nims.go.jp/nims/office/tsukuba_sakura.html,"物性II 応用物性・結晶工学 応用物理学一般"
"今村 岳 (IMAMURA, Gaku) ",https://samurai.nims.go.jp//profiles/imamura_gaku,https://orcid.org/0000-0002-3130-7190,"国際ナノアーキテクトニクス研究拠点(MANA),独立研究者,国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,電気化学ナノバイオテクノロジーグループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=G5880,https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp3l0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"井村 将隆 (IMURA, Masataka) ",https://samurai.nims.go.jp//profiles/imura_masataka,https://orcid.org/0000-0002-4236-9549,"機能性材料研究拠点,電気・電子機能分野,次世代半導体グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpba0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"色川 芳宏 (IROKAWA, Yoshihiro) ",https://samurai.nims.go.jp//profiles/irokawa_yoshihiro,https://orcid.org/0000-0002-6531-4356,"機能性材料研究拠点,電気・電子機能分野,次世代半導体グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpba0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
